측정소명,측정날짜,SO2(ppm),NO2(ppm),CO(ppm),O3(ppm),PM10(㎍/㎥),PM25(㎍/㎥)
운중동,20151008,0.004,0.046,0.6,0.018,,21
정자동,20151008,0.005,0.054,0.7,0.017,57,
단대동,20151007,,,,,,
복정동,20151007,0.005,0.072,0.9,0.009,54,
상대원동,20151007,0.004,0.061,0.7,0.009,59,
성남대로,20151007,0.006,0.069,0.9,0.004,52,
수내동,20151007,0.005,0.053,0.7,0.013,,
운중동,20151007,0.003,0.054,0.6,0.01,,18
정자동,20151007,0.006,0.059,0.7,0.014,49,
단대동,20151006,0.004,0.042,0.6,0.01,36,
복정동,20151006,0.006,0.064,0.8,0.012,38,
상대원동,20151006,0.004,0.058,0.6,0.01,42,
성남대로,20151006,,,,,,
수내동,20151006,0.005,0.051,0.5,0.012,,
운중동,20151006,0.004,0.052,0.5,0.01,,12
정자동,20151006,0.006,0.056,0.6,0.01,38,
단대동,20151005,0.004,0.036,0.5,0.014,32,
복정동,20151005,0.004,0.057,0.7,0.014,36,
상대원동,20151005,0.004,0.053,0.6,0.012,41,
성남대로,20151005,,,,,,
수내동,20151005,0.004,0.044,0.5,0.014,,
운중동,20151005,0.004,0.044,0.5,0.011,,10
정자동,20151005,0.005,0.053,0.6,0.012,36,
단대동,20151004,0.004,0.023,0.5,0.019,28,
복정동,20151004,0.004,0.034,0.5,0.02,31,
상대원동,20151004,0.004,0.032,0.5,0.018,31,
성남대로,20151004,0.005,0.024,0.5,0.01,37,
수내동,20151004,0.004,0.032,0.4,0.016,,
운중동,20151004,0.004,0.028,0.4,0.017,,7
정자동,20151004,0.005,0.036,0.5,0.017,33,
단대동,20151003,0.004,0.019,0.5,0.031,41,
복정동,20151003,0.004,0.025,0.5,0.036,42,
상대원동,20151003,0.004,0.031,0.5,0.027,46,
성남대로,20151003,0.004,0.024,0.5,0.017,46,
수내동,20151003,0.004,0.023,0.4,0.031,,
운중동,20151003,0.003,0.018,0.4,0.032,,
정자동,20151003,0.005,0.027,0.5,0.031,45,
단대동,20151002,0.004,0.019,0.5,0.021,31,
복정동,20151002,0.004,0.025,0.5,0.025,32,
상대원동,20151002,0.003,0.028,0.5,0.018,35,
성남대로,20151002,0.004,0.023,0.5,0.011,38,
수내동,20151002,0.004,0.021,0.4,0.021,,
운중동,20151002,,,,,,6
정자동,20151002,0.005,0.025,0.5,0.022,39,
단대동,20151001,0.003,0.015,0.4,0.02,18,
복정동,20151001,0.003,0.02,0.5,0.022,18,
상대원동,20151001,0.003,0.026,0.5,0.015,19,
성남대로,20151001,0.003,0.019,0.5,0.011,21,
수내동,20151001,0.003,0.02,0.4,0.018,,
운중동,20151001,,,,,,6
정자동,20151001,0.004,0.018,0.5,0.021,25,
단대동,20150930,0.003,0.014,0.4,0.029,,
복정동,20150930,0.003,0.017,0.4,0.032,20,
상대원동,20150930,0.002,0.026,0.4,0.022,19,
성남대로,20150930,0.003,0.02,0.4,0.016,21,
수내동,20150930,0.003,0.016,0.4,0.029,,
운중동,20150930,0.003,0.021,0.3,0.024,17,4
정자동,20150930,0.004,0.017,0.5,0.029,27,
단대동,20150929,0.003,0.011,0.4,0.032,,
복정동,20150929,0.003,0.012,0.5,0.033,25,
상대원동,20150929,0.003,0.021,0.4,0.026,25,
성남대로,20150929,0.003,0.019,0.5,0.016,30,
수내동,20150929,0.004,0.02,0.4,0.025,,
운중동,20150929,0.004,0.019,0.4,0.026,26,7
정자동,20150929,0.004,0.018,0.5,0.028,27,
단대동,20150928,0.003,0.022,0.5,0.024,,
복정동,20150928,0.004,0.032,0.6,0.025,30,
상대원동,20150928,0.003,0.031,0.5,0.022,31,
성남대로,20150928,0.004,0.027,0.5,0.012,35,
수내동,20150928,0.003,0.029,0.4,0.022,,
운중동,20150928,0.004,0.032,0.4,0.021,31,9
정자동,20150928,0.005,0.032,0.6,0.023,31,
단대동,20150927,0.003,0.026,0.5,0.022,35,
복정동,20150927,0.004,0.036,0.7,0.023,33,
상대원동,20150927,0.003,0.034,0.5,0.022,34,
성남대로,20150927,0.004,0.03,0.6,0.011,40,
수내동,20150927,0.003,0.031,0.5,0.023,,
운중동,20150927,0.003,0.027,0.5,0.025,34,11
정자동,20150927,0.004,0.033,0.7,0.024,35,
단대동,20150926,0.004,0.025,0.7,0.027,51,
복정동,20150926,0.004,0.048,0.9,0.027,52,
상대원동,20150926,0.003,0.04,0.7,0.024,78,
성남대로,20150926,0.004,0.035,0.8,0.013,59,
수내동,20150926,0.004,0.035,0.6,0.026,,
운중동,20150926,0.004,0.031,0.6,0.029,49,22
정자동,20150926,0.005,0.038,0.8,0.024,44,
단대동,20150925,0.004,0.026,0.5,0.025,37,
복정동,20150925,0.004,0.047,0.8,0.026,41,
상대원동,20150925,0.003,0.047,0.6,0.02,44,
성남대로,20150925,0.004,0.039,0.7,0.011,45,
수내동,20150925,0.004,0.04,0.4,0.025,,
운중동,20150925,0.004,0.035,0.6,0.028,39,19
정자동,20150925,0.005,0.042,0.7,0.026,40,
단대동,20150924,0.004,0.028,0.5,0.016,33,
복정동,20150924,0.004,0.045,0.7,0.022,39,
상대원동,20150924,0.003,0.049,0.6,0.012,46,
성남대로,20150924,0.005,0.037,0.8,0.01,47,
수내동,20150924,0.004,0.042,0.6,0.019,,
운중동,20150924,,,,,,
정자동,20150924,0.006,0.044,0.7,0.021,33,
단대동,20150923,0.004,0.025,0.5,0.026,39,
복정동,20150923,0.005,0.057,0.8,0.017,44,
상대원동,20150923,0.003,0.05,0.6,0.015,52,
성남대로,20150923,0.005,0.038,0.7,0.008,51,
수내동,20150923,0.005,0.044,0.6,0.017,,
운중동,20150923,,,,,,
정자동,20150923,0.006,0.052,0.8,0.015,41,
단대동,20150922,0.004,0.03,0.6,0.031,40,
복정동,20150922,0.004,0.067,0.8,0.029,44,
상대원동,20150922,0.004,0.054,0.6,0.024,52,
성남대로,20150922,0.005,0.041,0.8,0.016,53,
수내동,20150922,0.004,0.045,0.5,0.026,,
운중동,20150922,0.003,0.039,0.5,0.024,39,23
정자동,20150922,0.005,0.054,0.8,0.026,42,
단대동,20150921,0.003,0.027,0.6,0.025,48,
복정동,20150921,0.004,0.058,0.9,0.023,55,
상대원동,20150921,0.004,0.051,0.7,0.019,68,
성남대로,20150921,0.004,0.04,0.8,0.011,65,
수내동,20150921,0.004,0.042,0.7,0.022,,
운중동,20150921,0.003,0.033,0.6,0.024,48,27
정자동,20150921,0.005,0.044,0.8,0.026,46,
단대동,20150920,0.004,0.02,0.6,0.035,47,
복정동,20150920,0.005,0.048,0.8,0.037,50,
상대원동,20150920,0.004,0.036,0.7,0.028,57,
성남대로,20150920,0.004,0.034,0.7,0.017,65,
수내동,20150920,0.005,0.032,0.6,0.029,,
운중동,20150920,0.004,0.023,0.6,0.033,51,29
정자동,20150920,0.006,0.036,0.7,0.03,46,
단대동,20150919,0.003,0.028,0.5,0.017,33,
복정동,20150919,0.004,0.061,0.7,0.019,34,
상대원동,20150919,0.004,0.045,0.5,0.014,36,
성남대로,20150919,0.004,0.035,0.7,0.008,43,
수내동,20150919,0.003,0.038,0.5,0.016,,
운중동,20150919,0.003,0.033,0.5,0.016,30,12
정자동,20150919,0.005,0.046,0.6,0.018,36,
단대동,20150918,0.003,0.023,0.5,0.023,23,
복정동,20150918,0.004,0.052,0.6,0.021,24,
상대원동,20150918,0.003,0.042,0.5,0.018,28,
성남대로,20150918,0.004,0.033,0.6,0.01,29,
수내동,20150918,0.004,0.035,0.5,0.022,,
운중동,20150918,0.003,0.033,0.4,0.015,19,8
정자동,20150918,0.005,0.036,0.5,0.025,28,
단대동,20150917,,,,,,
복정동,20150917,0.003,0.015,0.4,0.032,15,
상대원동,20150917,0.003,0.023,0.4,0.024,16,
성남대로,20150917,0.003,0.02,0.4,0.016,18,
수내동,20150917,0.003,0.019,0.4,0.024,,
운중동,20150917,0.003,0.022,0.3,0.019,12,4
정자동,20150917,0.004,0.019,0.5,0.026,26,
단대동,20150916,,,,,,
복정동,20150916,0.003,0.026,0.5,0.031,17,
상대원동,20150916,0.004,0.029,0.4,0.023,21,
성남대로,20150916,0.004,0.023,0.5,0.017,24,
수내동,20150916,0.003,0.028,0.4,0.019,,
운중동,20150916,0.003,0.025,0.4,0.019,16,5
정자동,20150916,0.005,0.03,0.5,0.021,27,
단대동,20150915,0.003,0.018,0.4,0.029,27,
복정동,20150915,0.004,,,,28,
상대원동,20150915,0.004,0.035,0.5,0.021,32,
성남대로,20150915,0.003,0.028,0.5,0.015,34,
수내동,20150915,0.004,0.031,0.4,0.023,,
운중동,20150915,0.002,0.028,0.4,0.021,22,11
정자동,20150915,0.005,0.038,0.6,0.02,37,
단대동,20150914,0.004,0.022,0.5,0.025,30,
복정동,20150914,0.004,0.047,0.7,0.02,31,
상대원동,20150914,0.004,0.04,0.6,0.019,42,
성남대로,20150914,0.004,0.034,0.7,0.006,38,
수내동,20150914,0.004,0.032,0.5,0.023,,
운중동,20150914,0.003,0.029,0.4,0.021,26,13
정자동,20150914,0.005,0.034,0.6,0.016,36,
단대동,20150913,0.003,0.017,0.4,0.026,26,
복정동,20150913,0.003,0.027,0.5,0.027,23,
상대원동,20150913,0.003,0.027,0.5,0.022,24,
성남대로,20150913,0.004,0.026,0.5,0.014,28,
수내동,20150913,0.003,0.023,0.4,0.023,,
운중동,20150913,0.003,0.018,0.4,0.024,18,7
정자동,20150913,0.005,0.022,0.5,0.018,27,
단대동,20150912,0.003,0.025,0.5,0.013,28,
복정동,20150912,0.004,0.04,0.6,0.017,24,
상대원동,20150912,0.004,0.041,0.5,0.01,32,
성남대로,20150912,0.004,0.032,0.6,0.006,33,
수내동,20150912,0.003,0.03,0.4,0.015,,
운중동,20150912,0.003,0.024,0.4,0.016,21,8
정자동,20150912,0.005,0.026,0.5,0.011,30,
단대동,20150911,0.004,0.024,0.5,0.024,45,
복정동,20150911,0.004,0.04,0.7,0.027,41,
상대원동,20150911,0.004,0.039,0.6,0.016,50,
성남대로,20150911,0.005,0.034,0.6,0.012,51,
수내동,20150911,0.004,0.03,0.5,0.023,,
운중동,20150911,0.003,0.022,0.5,0.027,37,21
정자동,20150911,0.005,0.028,0.5,0.018,40,
단대동,20150910,0.003,0.027,0.5,0.022,32,
복정동,20150910,0.004,0.036,0.5,0.024,33,
상대원동,20150910,0.004,0.036,0.5,0.018,35,
성남대로,20150910,,,,,,
수내동,20150910,0.004,0.032,0.5,0.018,,
운중동,20150910,0.003,0.027,0.4,0.018,26,11
정자동,20150910,0.005,0.03,0.5,0.013,37,
단대동,20150909,0.003,0.015,0.4,0.032,21,
복정동,20150909,0.003,0.015,0.4,0.034,21,
상대원동,20150909,0.003,0.022,0.4,0.028,21,
성남대로,20150909,,,,,,
수내동,20150909,0.003,0.021,0.4,0.026,,
운중동,20150909,0.002,0.02,0.3,0.023,14,6
정자동,20150909,0.004,0.019,0.4,0.021,27,
단대동,20150908,0.003,0.015,0.4,0.028,17,
복정동,20150908,0.003,0.023,0.4,0.026,20,
상대원동,20150908,0.003,0.024,0.4,0.024,16,
성남대로,20150908,0.002,0.028,0.4,0.016,19,
수내동,20150908,0.003,0.022,0.4,0.023,,
운중동,20150908,0.003,0.025,0.4,0.016,13,4
정자동,20150908,0.004,0.02,0.4,0.019,23,
단대동,20150907,0.003,0.014,0.4,0.028,16,
복정동,20150907,0.002,0.023,0.4,0.024,18,
상대원동,20150907,0.003,0.026,0.4,0.023,16,
성남대로,20150907,0.004,0.031,0.5,0.015,20,
수내동,20150907,0.003,0.029,0.4,0.019,,
운중동,20150907,0.003,0.022,0.3,0.021,12,5
정자동,20150907,0.004,0.023,0.5,0.017,24,
단대동,20150906,0.003,0.01,0.4,0.03,16,
복정동,20150906,0.002,0.009,0.4,0.034,17,
상대원동,20150906,0.003,0.013,0.4,0.029,16,
성남대로,20150906,0.003,0.017,0.4,0.024,17,
수내동,20150906,0.003,0.017,0.4,0.026,,
운중동,20150906,0.002,0.014,0.3,0.025,13,6
정자동,20150906,0.004,0.01,0.4,0.024,26,
단대동,20150905,0.003,0.019,0.5,0.026,38,
복정동,20150905,0.003,0.035,0.6,0.022,35,
상대원동,20150905,0.003,0.034,0.6,0.016,55,
성남대로,20150905,0.003,0.039,0.6,0.008,41,
수내동,20150905,0.004,0.031,0.5,0.018,,
운중동,20150905,0.003,0.032,0.5,0.012,29,10
정자동,20150905,0.004,0.026,0.6,0.016,38,
단대동,20150904,0.003,0.028,0.5,0.026,40,
복정동,20150904,0.004,0.043,0.7,0.028,35,
상대원동,20150904,0.004,0.045,0.6,0.018,46,
성남대로,20150904,0.003,0.051,0.7,0.008,47,
수내동,20150904,0.004,0.034,0.6,0.025,,
운중동,20150904,0.003,0.026,0.5,0.025,29,17
정자동,20150904,0.005,0.033,0.6,0.022,38,
단대동,20150903,0.003,0.023,0.5,0.027,35,
복정동,20150903,0.003,0.032,0.6,0.03,28,
상대원동,20150903,0.004,0.033,0.5,0.021,38,
성남대로,20150903,0.003,0.042,0.5,0.016,34,
수내동,20150903,0.004,0.027,0.4,0.025,,
운중동,20150903,0.003,0.026,0.4,0.022,25,13
정자동,20150903,0.004,0.025,0.5,0.021,34,
단대동,20150902,0.003,0.019,0.5,0.028,31,
복정동,20150902,0.003,0.026,0.5,0.03,28,
상대원동,20150902,0.004,0.032,0.5,0.018,35,
성남대로,20150902,0.003,0.029,0.5,0.023,32,
수내동,20150902,0.003,0.022,0.4,0.025,,
운중동,20150902,0.003,0.023,0.4,0.022,23,15
정자동,20150902,0.004,0.019,0.5,0.025,35,
단대동,20150901,0.003,0.012,0.4,0.035,27,
복정동,20150901,0.003,0.013,0.5,0.038,29,
상대원동,20150901,0.003,0.022,0.5,0.029,29,
성남대로,20150901,0.003,0.024,0.4,0.024,29,
수내동,20150901,0.003,0.019,0.4,0.031,,
운중동,20150901,0.002,0.02,0.4,0.029,22,14
정자동,20150901,0.004,0.012,0.4,0.034,34,
단대동,20150831,0.003,0.018,0.5,0.041,37,
복정동,20150831,0.003,0.029,0.6,0.035,37,
상대원동,20150831,0.004,0.036,0.6,0.028,43,
성남대로,20150831,0.003,0.039,0.6,0.025,45,
수내동,20150831,0.004,0.028,0.5,0.031,,
운중동,20150831,0.003,0.03,0.5,0.029,31,22
정자동,20150831,0.004,0.026,0.6,0.03,39,
단대동,20150830,0.003,0.023,0.5,0.039,38,
복정동,20150830,0.004,0.039,0.7,0.035,38,
상대원동,20150830,0.004,0.034,0.6,0.033,43,
성남대로,20150830,0.004,0.048,0.6,0.022,44,
수내동,20150830,0.003,0.037,0.5,0.029,,
운중동,20150830,0.003,0.025,0.5,0.035,31,20
정자동,20150830,0.004,0.033,0.6,0.03,44,
단대동,20150829,0.004,0.029,0.5,0.031,38,
복정동,20150829,0.005,0.04,0.7,0.033,37,
상대원동,20150829,0.004,0.044,0.6,0.022,51,
성남대로,20150829,0.004,0.052,0.6,0.017,42,
수내동,20150829,0.005,0.032,0.5,0.031,,
운중동,20150829,0.004,0.029,0.4,0.032,30,19
정자동,20150829,0.005,0.029,0.6,0.032,41,
단대동,20150828,0.004,0.032,0.5,0.022,34,
복정동,20150828,0.005,0.047,0.7,0.021,33,
상대원동,20150828,0.005,0.041,0.5,0.018,,
성남대로,20150828,0.004,0.047,0.7,0.014,,
수내동,20150828,0.005,0.036,0.5,0.016,,
운중동,20150828,0.003,0.033,0.5,0.018,26,15
정자동,20150828,0.005,0.036,0.6,0.017,39,
단대동,20150827,0.004,0.027,0.5,0.026,28,
복정동,20150827,0.004,0.033,0.5,0.031,27,
상대원동,20150827,0.004,0.038,0.5,0.021,,
성남대로,20150827,0.004,0.048,0.5,0.015,,
수내동,20150827,0.004,0.028,0.4,0.031,,
운중동,20150827,0.003,0.025,0.4,0.031,23,12
정자동,20150827,0.005,0.025,0.5,0.032,35,
단대동,20150826,0.003,0.02,0.4,0.016,16,
복정동,20150826,0.004,0.025,0.4,0.018,15,
상대원동,20150826,0.004,0.027,0.4,0.014,,
성남대로,20150826,0.003,0.036,0.4,0.01,,
수내동,20150826,0.004,0.021,0.4,0.017,,
운중동,20150826,0.003,0.019,0.3,0.017,11,4
정자동,20150826,0.004,0.022,0.4,0.015,24,
단대동,20150825,0.003,0.012,0.4,0.018,15,
복정동,20150825,0.003,0.017,0.4,0.017,14,
상대원동,20150825,0.003,0.015,0.4,0.017,,
성남대로,20150825,0.003,0.023,0.4,0.01,,
수내동,20150825,0.003,0.02,0.4,0.012,,
운중동,20150825,0.002,0.015,0.3,0.016,7,3
정자동,20150825,0.004,0.017,0.5,0.014,25,
단대동,20150824,0.003,0.02,0.5,0.025,35,
복정동,20150824,0.003,0.026,0.6,0.027,37,
상대원동,20150824,0.004,0.025,0.5,0.026,,
성남대로,20150824,0.003,0.029,0.5,0.018,,
수내동,20150824,0.003,0.022,0.5,0.025,,
운중동,20150824,0.003,0.023,0.4,0.022,29,20
정자동,20150824,0.004,0.023,0.6,0.023,43,
단대동,20150823,0.004,0.021,0.6,0.035,43,
복정동,20150823,0.004,0.034,0.8,0.036,43,
상대원동,20150823,0.004,0.027,0.6,0.03,,
성남대로,20150823,0.004,0.043,0.7,0.022,,
수내동,20150823,0.005,0.025,0.5,0.037,38,
운중동,20150823,0.004,0.022,0.5,0.041,37,26
정자동,20150823,0.004,0.022,0.6,0.038,46,
단대동,20150822,0.004,0.023,0.5,0.033,46,
복정동,20150822,0.004,0.034,0.6,0.034,41,
상대원동,20150822,0.005,0.038,0.6,0.021,,
성남대로,20150822,0.004,0.049,0.6,0.017,,
수내동,20150822,0.004,0.03,0.5,0.028,38,
운중동,20150822,0.004,0.025,0.5,0.031,38,27
정자동,20150822,0.005,0.029,0.6,0.026,52,
단대동,20150821,0.003,0.029,0.5,0.015,50,
복정동,20150821,0.004,0.042,0.6,0.016,33,
상대원동,20150821,0.004,0.04,0.6,0.012,,
성남대로,20150821,0.004,0.048,0.6,0.008,,
수내동,20150821,0.004,0.03,0.5,0.015,28,
운중동,20150821,0.004,0.028,0.4,0.016,26,19
정자동,20150821,0.004,0.029,0.5,0.015,40,
단대동,20150820,0.004,0.029,0.5,0.02,50,
복정동,20150820,0.004,0.046,0.6,0.017,36,
상대원동,20150820,0.005,0.042,0.6,0.014,,
성남대로,20150820,0.004,0.051,0.6,0.01,,
수내동,20150820,0.005,0.036,0.5,0.015,30,
운중동,20150820,0.004,0.032,0.4,0.015,28,17
정자동,20150820,0.005,0.038,0.5,0.011,39,
단대동,20150819,0.003,0.016,0.5,0.028,55,
복정동,20150819,0.004,0.041,0.5,0.03,34,
상대원동,20150819,0.004,0.036,0.5,0.018,,
성남대로,20150819,0.003,0.04,0.5,0.018,,
수내동,20150819,0.004,0.028,0.5,0.027,30,
운중동,20150819,0.004,0.03,0.5,0.024,30,22
정자동,20150819,0.005,0.027,0.5,0.027,41,
단대동,20150818,0.003,0.009,0.4,0.029,34,
복정동,20150818,0.003,0.034,0.4,0.029,26,
상대원동,20150818,0.003,0.029,0.5,0.022,,
성남대로,20150818,0.003,0.043,0.5,0.017,,
수내동,20150818,0.003,0.026,0.4,0.027,21,
운중동,20150818,0.003,0.028,0.4,0.024,24,14
정자동,20150818,0.005,0.026,0.5,0.027,33,
단대동,20150817,0.003,0.01,0.5,0.033,36,
복정동,20150817,0.003,0.027,0.4,0.033,29,
상대원동,20150817,0.003,0.029,0.5,0.023,,
성남대로,20150817,0.003,0.037,0.5,0.017,,
수내동,20150817,0.003,0.028,0.5,0.026,25,
운중동,20150817,0.003,0.027,0.4,0.026,24,16
정자동,20150817,,0.025,0.5,0.026,35,
단대동,20150816,0.003,0.012,0.6,0.043,82,
복정동,20150816,0.004,0.034,0.7,0.042,69,
상대원동,20150816,0.003,0.022,0.7,0.038,,
성남대로,20150816,0.004,0.036,0.7,0.026,,
수내동,20150816,0.004,0.025,0.7,0.04,60,
운중동,20150816,0.003,0.024,0.6,0.041,61,50
정자동,20150816,,0.022,0.8,0.038,75,
단대동,20150815,0.004,0.014,0.6,0.044,,
복정동,20150815,0.005,0.039,0.8,0.046,62,
상대원동,20150815,0.004,0.029,0.7,0.036,,
성남대로,20150815,0.004,0.039,0.7,0.03,,
수내동,20150815,0.004,0.029,0.6,0.041,54,
운중동,20150815,0.003,0.026,0.6,0.043,54,43
정자동,20150815,,0.028,0.7,0.038,66,
단대동,20150814,0.003,0.017,0.6,0.039,61,
복정동,20150814,0.004,0.042,0.6,0.041,45,
상대원동,20150814,0.004,0.037,0.6,0.028,,
성남대로,20150814,0.003,0.048,0.7,0.022,,
수내동,20150814,0.004,0.027,0.5,0.042,37,
운중동,20150814,0.003,0.024,0.5,0.044,36,26
정자동,20150814,,0.027,0.6,0.041,51,
단대동,20150813,0.003,0.018,0.5,0.029,53,
복정동,20150813,0.003,0.046,0.6,0.03,46,
상대원동,20150813,0.005,0.04,0.6,0.017,,
성남대로,20150813,0.004,0.046,0.6,0.016,,
수내동,20150813,0.005,0.04,0.6,0.023,45,
운중동,20150813,0.003,0.033,0.6,0.012,41,29
정자동,20150813,0.007,0.034,0.5,,50,
단대동,20150812,0.004,0.016,0.5,0.03,64,
복정동,20150812,0.004,0.047,0.6,0.026,50,
상대원동,20150812,0.004,0.034,0.6,0.023,,
성남대로,20150812,0.004,0.045,0.6,0.018,,
수내동,20150812,0.004,0.037,0.6,0.018,43,
운중동,20150812,0.004,0.032,0.5,0.026,45,33
정자동,20150812,0.006,0.027,0.4,0.039,55,
단대동,20150811,0.004,0.023,0.6,0.018,70,
복정동,20150811,0.005,0.053,0.7,0.022,54,
상대원동,20150811,0.005,0.039,0.7,0.017,,
성남대로,20150811,0.005,0.047,0.7,0.011,,
수내동,20150811,0.005,0.033,0.6,0.022,48,
운중동,20150811,0.004,0.029,0.6,0.023,47,35
정자동,20150811,0.006,0.028,0.4,0.022,56,
단대동,20150810,0.004,0.023,0.5,0.022,48,
복정동,20150810,0.004,0.043,0.4,0.021,35,
상대원동,20150810,0.005,0.038,0.6,0.012,,
성남대로,20150810,0.004,0.042,0.6,0.01,,
수내동,20150810,0.005,0.029,0.4,0.021,29,
운중동,20150810,0.004,0.024,0.4,0.02,28,20
정자동,20150810,0.005,0.025,0.3,0.022,40,
단대동,20150809,0.003,0.016,0.4,0.029,41,
복정동,20150809,0.003,0.03,0.4,0.027,26,
상대원동,20150809,0.004,0.021,0.5,0.022,,
성남대로,20150809,0.003,0.03,0.5,0.017,,
수내동,20150809,0.004,0.019,0.4,0.028,23,
운중동,20150809,0.003,0.02,0.4,0.023,23,15
정자동,20150809,0.004,0.018,0.3,0.03,36,
단대동,20150808,0.003,0.021,0.5,0.03,50,
복정동,20150808,0.003,0.04,0.5,0.028,38,
상대원동,20150808,0.004,0.031,0.6,0.021,,
성남대로,20150808,0.004,0.036,0.6,0.018,,
수내동,20150808,0.004,0.027,0.5,0.026,31,
운중동,20150808,0.003,0.029,0.5,0.022,31,21
정자동,20150808,0.004,0.025,0.4,0.027,43,
단대동,20150807,0.003,0.024,0.5,0.035,56,
복정동,20150807,0.003,0.052,0.5,0.03,49,
상대원동,20150807,0.004,0.044,0.6,0.022,,
성남대로,20150807,0.004,0.052,0.6,0.016,,
수내동,20150807,0.004,0.042,0.6,0.027,41,
운중동,20150807,0.003,0.035,0.5,0.028,39,29
정자동,20150807,0.004,0.039,0.4,0.039,56,
단대동,20150806,0.005,0.021,0.5,0.035,50,
복정동,20150806,0.005,0.04,0.6,0.031,38,
상대원동,20150806,0.005,0.037,0.6,0.02,,
성남대로,20150806,0.005,0.043,0.6,0.016,,
수내동,20150806,0.006,0.033,0.5,0.028,32,
운중동,20150806,0.005,0.027,0.5,0.025,31,22
정자동,20150806,0.005,0.028,0.4,0.036,47,
단대동,20150805,0.004,0.016,0.4,0.037,45,
복정동,20150805,0.005,0.024,0.3,0.035,32,
상대원동,20150805,0.004,0.026,0.5,0.025,,
성남대로,20150805,,,,,,
수내동,20150805,0.005,0.016,0.4,0.033,26,
운중동,20150805,0.004,0.014,0.3,0.034,27,
정자동,20150805,0.003,0.015,0.2,0.035,44,
단대동,20150804,0.003,0.015,0.4,0.022,40,
복정동,20150804,0.004,0.021,0.3,0.022,26,
상대원동,20150804,0.004,0.018,0.4,0.016,,
성남대로,20150804,,,,,,
수내동,20150804,0.004,0.016,0.4,0.019,21,
운중동,20150804,0.004,0.011,0.3,0.021,19,12
정자동,20150804,,0.015,0.2,0.02,37,
단대동,20150803,0.003,0.016,0.4,0.024,47,
복정동,20150803,0.003,0.022,0.3,0.025,27,
상대원동,20150803,0.003,0.019,0.5,0.016,,
성남대로,20150803,,,,,,
수내동,20150803,0.004,0.016,0.4,0.021,24,
운중동,20150803,0.003,0.01,0.2,0.026,21,13
정자동,20150803,,0.017,0.3,0.028,37,
단대동,20150802,0.004,0.015,0.4,0.033,51,
복정동,20150802,0.005,0.023,0.4,0.034,35,
상대원동,20150802,0.004,0.02,0.5,0.022,,
성남대로,20150802,0.004,0.027,0.5,0.019,,
수내동,20150802,0.004,0.019,0.5,0.029,33,
운중동,20150802,0.004,0.013,0.3,0.029,30,19
정자동,20150802,,0.023,0.4,0.034,45,
단대동,20150801,0.004,0.017,0.4,0.04,65,
복정동,20150801,0.005,0.029,0.4,0.039,45,
상대원동,20150801,0.004,0.026,0.5,0.025,,
성남대로,20150801,0.004,0.035,0.5,0.023,,
수내동,20150801,0.005,0.019,0.4,0.036,41,
운중동,20150801,0.004,0.016,0.3,0.034,41,28
정자동,20150801,,0.024,0.4,0.038,54,
단대동,20150731,0.004,0.02,0.5,0.045,77,
복정동,20150731,0.005,0.031,0.5,0.046,,
상대원동,20150731,0.004,0.035,0.6,0.027,,
성남대로,20150731,0.005,0.043,0.6,0.024,,
수내동,20150731,0.005,0.021,0.5,0.043,51,
운중동,20150731,0.004,0.018,0.4,0.04,51,32
정자동,20150731,0.008,0.024,0.4,0.041,69,
단대동,20150730,0.004,0.019,0.5,0.049,92,
복정동,20150730,0.005,0.03,0.6,0.049,,
상대원동,20150730,0.004,0.033,0.7,0.029,,
성남대로,20150730,0.005,0.046,0.6,0.023,,
수내동,20150730,0.006,0.023,0.5,0.045,67,
운중동,20150730,0.004,0.017,0.5,0.045,65,44
정자동,20150730,0.008,0.026,0.5,0.048,78,
단대동,20150729,0.004,0.025,0.5,0.024,54,
복정동,20150729,0.004,0.037,0.6,0.024,,
상대원동,20150729,0.004,0.031,0.6,0.014,,
성남대로,20150729,0.005,0.041,0.7,0.008,,
수내동,20150729,0.006,0.03,0.6,0.02,41,
운중동,20150729,0.004,0.02,0.5,0.024,33,25
정자동,20150729,0.008,0.034,0.5,0.021,50,
단대동,20150728,0.004,0.021,0.5,0.028,58,
복정동,20150728,0.005,0.03,0.5,0.026,,
상대원동,20150728,0.005,0.031,0.6,0.017,,
성남대로,20150728,0.004,0.037,0.6,0.012,,
수내동,20150728,0.005,0.022,0.5,0.025,36,
운중동,20150728,0.004,0.017,0.4,0.025,34,17
정자동,20150728,0.007,0.021,0.4,0.024,53,
단대동,20150727,0.004,0.025,0.4,0.009,,
복정동,20150727,0.004,0.031,0.4,0.009,,
상대원동,20150727,0.004,0.031,0.5,0.005,,
성남대로,20150727,0.004,0.032,0.5,0.003,,
수내동,20150727,0.005,0.023,0.4,0.009,26,
운중동,20150727,0.004,0.019,0.3,0.01,24,14
정자동,20150727,0.007,0.022,0.3,0.008,35,
단대동,20150726,0.003,0.014,0.4,0.019,33,
복정동,20150726,0.003,0.018,0.3,0.018,,
상대원동,20150726,0.003,0.017,0.4,0.014,22,
성남대로,20150726,0.004,0.021,0.4,0.008,19,
수내동,20150726,0.004,0.015,0.4,0.016,20,
운중동,20150726,0.003,0.014,0.3,0.015,19,12
정자동,20150726,0.006,0.016,0.2,0.014,32,
