측정소명,측정날짜,SO2(ppm),NO2(ppm),CO(ppm),O3(ppm),PM10(㎍/㎥),PM25(㎍/㎥)
단대동,20150725,0.002,0.016,0.4,0.014,34,
복정동,20150725,0.002,0.025,0.3,0.012,,
상대원동,20150725,0.003,0.019,0.4,0.01,26,
성남대로,20150725,0.003,0.026,0.5,0.004,21,
수내동,20150725,0.004,0.019,0.4,0.011,19,
운중동,20150725,0.002,0.012,0.3,0.015,18,12
정자동,20150725,0.005,0.019,0.3,0.009,35,
단대동,20150724,0.003,0.026,0.5,0.01,32,
복정동,20150724,0.003,0.038,0.5,0.01,,
상대원동,20150724,0.004,0.032,0.6,0.007,27,
성남대로,20150724,0.004,0.036,0.7,0.003,20,
수내동,20150724,0.004,0.028,0.6,0.008,18,
운중동,20150724,0.003,0.019,0.4,0.012,15,
정자동,20150724,0.005,0.025,0.3,0.007,33,
단대동,20150723,0.004,0.026,0.5,0.016,44,
복정동,20150723,0.005,0.041,0.6,0.014,,
상대원동,20150723,0.004,0.034,0.6,0.009,38,
성남대로,20150723,0.005,0.037,0.6,0.005,29,
수내동,20150723,0.006,0.031,0.5,0.012,28,
운중동,20150723,0.004,0.022,0.4,0.015,23,13
정자동,20150723,0.007,0.03,0.4,0.009,38,
단대동,20150722,0.003,0.032,0.6,0.024,55,
복정동,20150722,0.004,0.048,0.6,0.024,,
상대원동,20150722,0.003,0.043,0.7,0.015,49,
성남대로,20150722,0.005,0.048,0.6,0.014,34,
수내동,20150722,0.006,0.036,0.5,0.026,33,
운중동,20150722,0.004,0.031,,0.022,30,20
정자동,20150722,0.007,0.035,0.5,0.021,48,
단대동,20150721,0.003,0.026,0.4,0.015,43,
복정동,20150721,0.003,0.035,0.4,0.017,,
상대원동,20150721,0.003,0.034,0.6,0.008,48,
성남대로,20150721,0.003,0.036,0.5,0.007,31,
수내동,20150721,0.004,0.031,0.5,0.015,32,
운중동,20150721,0.002,0.026,,0.012,27,17
정자동,20150721,0.005,0.028,0.3,0.013,42,
단대동,20150720,0.003,0.03,0.5,0.012,41,
복정동,20150720,0.004,0.039,0.5,0.008,,
상대원동,20150720,0.004,0.027,0.5,0.01,36,
성남대로,20150720,0.004,0.035,0.6,0.005,34,
수내동,20150720,0.004,0.028,0.5,0.01,27,
운중동,20150720,0.003,0.024,0.4,0.009,25,13
정자동,20150720,0.006,0.027,0.4,0.007,33,
단대동,20150719,0.003,0.019,0.4,0.033,40,
복정동,20150719,0.003,0.021,0.4,0.032,,
상대원동,20150719,0.003,0.024,0.5,0.023,39,
성남대로,20150719,0.003,0.031,0.5,0.02,27,
수내동,20150719,0.004,0.026,0.5,0.026,27,
운중동,20150719,0.003,0.022,0.4,0.023,26,15
정자동,20150719,0.005,0.022,0.4,0.022,39,
단대동,20150718,0.004,0.028,0.5,0.029,43,
복정동,20150718,0.005,0.032,0.4,0.027,,
상대원동,20150718,0.004,0.033,0.5,0.019,46,
성남대로,20150718,0.003,0.036,0.6,0.018,30,
수내동,20150718,0.004,0.025,0.5,0.027,29,
운중동,20150718,0.003,0.021,0.4,0.023,30,17
정자동,20150718,0.005,0.024,0.3,0.022,43,
단대동,20150717,0.003,0.012,0.4,0.031,21,
복정동,20150717,0.003,0.012,0.2,0.027,,
상대원동,20150717,0.004,0.017,0.3,0.022,15,
성남대로,20150717,0.003,0.014,0.3,0.022,10,
수내동,20150717,0.003,0.012,0.4,0.026,11,
운중동,20150717,0.002,0.013,0.2,0.023,10,
정자동,20150717,0.004,0.009,0.2,0.024,25,
단대동,20150716,0.003,0.012,0.4,0.031,18,
복정동,20150716,0.003,0.008,0.2,0.031,,
상대원동,20150716,0.003,0.013,0.3,0.024,11,
성남대로,20150716,0.003,0.011,0.3,0.024,10,
수내동,20150716,0.003,0.012,0.4,0.026,10,
운중동,20150716,0.003,0.012,0.2,0.023,9,5
정자동,20150716,0.004,0.008,0.2,0.024,22,
단대동,20150715,0.004,0.026,0.6,0.036,58,
복정동,20150715,0.004,0.037,0.6,0.029,,
상대원동,20150715,0.004,0.027,0.6,0.028,63,
성남대로,20150715,0.004,0.033,0.6,0.023,41,
수내동,20150715,0.004,0.027,0.6,0.028,44,
운중동,20150715,0.004,0.02,0.5,0.03,41,24
정자동,20150715,0.006,0.026,0.5,0.024,56,
단대동,20150714,0.005,0.027,0.6,0.056,80,
복정동,20150714,0.005,0.032,0.7,0.056,,
상대원동,20150714,0.005,0.036,0.7,0.042,102,
성남대로,20150714,0.005,0.055,0.8,0.032,66,
수내동,20150714,0.005,0.027,0.6,0.056,68,
운중동,20150714,0.004,0.019,0.5,0.05,59,34
정자동,20150714,0.007,0.027,0.5,0.046,79,
단대동,20150713,0.003,0.017,0.5,0.032,37,
복정동,20150713,0.003,0.016,0.4,0.036,,
상대원동,20150713,0.003,0.018,0.5,0.025,45,
성남대로,20150713,0.003,0.027,0.5,0.022,30,
수내동,20150713,0.004,0.016,0.5,0.032,32,
운중동,20150713,0.003,0.008,0.4,0.034,26,18
정자동,20150713,0.005,0.015,0.4,0.026,46,
단대동,20150712,0.003,0.009,0.4,0.015,17,
복정동,20150712,0.003,0.007,0.2,0.014,,
상대원동,20150712,0.003,0.009,0.4,0.01,13,
성남대로,20150712,0.003,0.01,0.4,0.009,11,
수내동,20150712,0.003,0.008,0.4,0.012,10,
운중동,20150712,0.003,0.009,0.3,0.011,10,5
정자동,20150712,0.005,0.006,0.2,0.009,24,
단대동,20150711,0.003,0.02,0.4,0.029,30,
복정동,20150711,0.004,0.032,0.4,0.03,,
상대원동,20150711,0.003,0.022,0.4,0.022,27,
성남대로,20150711,0.003,0.039,0.5,0.016,25,
수내동,20150711,0.003,0.022,0.4,0.026,22,
운중동,20150711,0.004,0.023,0.4,0.027,25,16
정자동,20150711,0.005,0.025,0.3,0.023,36,
단대동,20150710,0.003,0.018,0.4,0.033,28,
복정동,20150710,0.003,0.028,0.4,0.033,,
상대원동,20150710,0.003,0.029,0.4,0.023,22,
성남대로,20150710,0.004,0.036,0.5,0.022,19,
수내동,20150710,0.004,0.025,0.4,0.03,18,
운중동,20150710,0.003,0.023,0.3,0.027,19,12
정자동,20150710,0.005,0.026,0.3,0.025,31,
단대동,20150709,0.003,0.013,0.5,0.033,18,
복정동,20150709,0.003,0.014,0.3,0.032,,
상대원동,20150709,0.003,0.02,0.4,0.025,17,
성남대로,20150709,0.003,0.024,0.4,0.022,12,
수내동,20150709,0.004,0.012,0.4,0.031,10,
운중동,20150709,0.003,0.012,0.3,0.026,10,6
정자동,20150709,0.004,0.011,0.3,0.027,23,
단대동,20150708,0.002,0.011,0.5,0.035,20,
복정동,20150708,0.003,0.016,0.3,0.033,,
상대원동,20150708,0.003,0.023,0.4,0.024,16,
성남대로,20150708,0.003,0.022,0.4,0.025,11,
수내동,20150708,0.003,0.016,0.4,0.031,10,
운중동,20150708,0.003,0.015,0.3,0.025,9,5
정자동,20150708,0.004,0.012,0.3,0.031,23,
단대동,20150707,0.004,0.035,0.6,0.029,49,
복정동,20150707,0.005,0.048,0.5,0.026,,
상대원동,20150707,0.005,0.043,0.5,0.02,43,
성남대로,20150707,0.005,0.046,0.6,0.019,37,
수내동,20150707,0.004,0.034,0.5,0.026,30,
운중동,20150707,0.004,0.029,0.4,0.025,30,19
정자동,20150707,0.006,0.033,0.4,0.024,38,
단대동,20150706,0.004,0.029,0.6,0.04,47,
복정동,20150706,0.004,0.039,0.4,0.036,,
상대원동,20150706,0.004,0.043,0.5,0.028,45,
성남대로,20150706,0.004,0.048,0.5,0.025,33,
수내동,20150706,0.004,0.033,0.4,0.037,30,
운중동,20150706,0.004,0.029,0.4,0.031,31,17
정자동,20150706,0.006,0.034,0.4,0.033,37,
단대동,20150705,0.005,0.025,0.6,0.05,51,
복정동,20150705,0.006,0.032,0.5,0.045,,
상대원동,20150705,0.005,0.027,0.5,0.04,42,
성남대로,20150705,0.005,0.041,0.5,0.033,33,
수내동,20150705,0.005,0.025,0.5,0.041,31,
운중동,20150705,0.005,0.019,0.4,0.038,30,17
정자동,20150705,0.006,0.024,0.4,0.037,43,
단대동,20150704,0.004,0.025,0.6,0.049,41,
복정동,20150704,0.005,0.03,0.4,0.044,,
상대원동,20150704,0.004,0.032,0.4,0.034,37,
성남대로,20150704,0.004,0.044,0.5,0.029,29,
수내동,20150704,0.005,0.024,0.4,0.046,28,
운중동,20150704,0.004,0.022,0.4,0.039,27,17
정자동,20150704,0.006,0.026,0.4,0.038,39,
단대동,20150703,0.003,0.026,0.6,0.038,63,
복정동,20150703,0.004,0.038,0.5,0.03,,
상대원동,20150703,0.004,0.031,0.5,0.026,63,
성남대로,20150703,0.005,0.046,0.5,0.017,44,
수내동,20150703,0.004,0.028,0.5,0.028,41,
운중동,20150703,0.004,0.018,0.4,0.031,35,20
정자동,20150703,,,,,,
단대동,20150702,0.004,0.021,0.7,0.057,66,
복정동,20150702,0.005,0.024,0.6,0.052,,
상대원동,20150702,0.005,0.031,0.6,0.039,65,
성남대로,20150702,0.005,0.043,0.6,0.035,49,
수내동,20150702,0.005,0.018,0.5,0.053,47,
운중동,20150702,0.005,0.013,0.5,0.046,47,31
정자동,20150702,,,,,,
단대동,20150701,0.003,0.023,0.6,0.042,52,
복정동,20150701,0.004,0.028,0.5,0.039,,
상대원동,20150701,0.004,0.03,0.5,0.029,56,
성남대로,20150701,0.004,0.041,0.5,0.024,36,
수내동,20150701,0.004,0.02,0.4,0.04,31,
운중동,20150701,0.003,0.016,0.4,0.036,30,17
정자동,20150701,0.005,0.019,0.5,0.041,42,
단대동,20150630,0.003,0.031,0.6,0.036,44,
복정동,20150630,0.004,0.043,0.5,0.028,,
상대원동,20150630,0.004,0.041,0.5,0.022,44,
성남대로,20150630,0.003,0.049,0.5,0.019,31,
수내동,20150630,0.003,0.036,0.5,0.026,30,
운중동,20150630,0.003,0.029,0.4,0.025,28,16
정자동,20150630,0.005,0.035,0.6,0.027,38,
단대동,20150629,0.004,0.03,0.6,0.041,36,
복정동,20150629,0.005,0.037,0.4,0.037,,
상대원동,20150629,0.004,0.04,0.5,0.028,30,
성남대로,20150629,0.004,0.049,0.5,0.022,27,
수내동,20150629,0.004,0.03,0.4,0.036,23,
운중동,20150629,0.004,0.023,0.4,0.034,22,13
정자동,20150629,0.006,0.029,0.5,0.037,36,
단대동,20150628,0.003,0.023,0.5,0.046,38,
복정동,20150628,0.004,0.028,0.5,0.041,,
상대원동,20150628,0.004,0.027,0.5,0.035,29,
성남대로,20150628,0.004,0.038,0.5,0.03,24,
수내동,20150628,0.004,0.021,0.4,0.041,23,
운중동,20150628,0.004,0.021,0.4,0.033,22,13
정자동,20150628,0.005,0.022,0.5,0.042,38,
단대동,20150627,0.002,0.014,0.5,0.042,21,
복정동,20150627,0.003,0.018,0.3,0.035,,
상대원동,20150627,0.003,0.022,0.4,0.029,19,
성남대로,20150627,0.003,0.03,0.4,0.025,16,
수내동,20150627,0.003,0.022,0.4,0.032,14,
운중동,20150627,0.002,0.019,0.3,0.029,14,7
정자동,20150627,0.004,0.02,0.5,0.036,23,
단대동,20150626,0.002,0.015,0.5,0.038,24,
복정동,20150626,0.003,0.021,0.3,0.031,,
상대원동,20150626,0.003,0.018,0.4,0.031,14,
성남대로,20150626,0.003,0.036,0.4,0.016,17,
수내동,20150626,0.003,0.028,0.4,0.024,14,
운중동,20150626,0.003,0.018,0.3,0.025,11,5
정자동,20150626,0.004,0.021,0.5,0.03,28,
단대동,20150625,0.004,0.025,0.6,0.042,56,
복정동,20150625,0.005,0.035,0.5,0.034,,
상대원동,20150625,0.004,0.036,0.5,0.024,58,
성남대로,20150625,0.004,0.039,0.5,0.025,40,
수내동,20150625,0.005,0.027,0.5,0.033,35,
운중동,20150625,0.004,0.024,0.4,0.029,34,20
정자동,20150625,0.005,0.026,0.6,0.035,46,
단대동,20150624,0.005,0.04,0.7,0.047,65,
복정동,20150624,0.006,0.049,0.6,0.045,45,
상대원동,20150624,0.004,0.047,0.6,0.031,59,
성남대로,20150624,0.005,0.059,0.7,0.026,45,
수내동,20150624,0.005,0.036,0.5,0.046,41,
운중동,20150624,0.005,0.029,0.5,0.04,41,26
정자동,20150624,0.007,0.035,0.6,0.048,50,
단대동,20150623,0.004,0.037,0.6,0.049,57,
복정동,20150623,0.005,0.049,0.5,0.04,42,
상대원동,20150623,0.004,0.048,0.6,0.034,47,
성남대로,20150623,0.005,0.061,0.6,0.027,39,
수내동,20150623,0.005,0.039,0.5,0.046,35,
운중동,20150623,0.004,0.032,0.5,0.037,35,21
정자동,20150623,0.006,0.039,0.6,0.046,50,
단대동,20150622,0.004,0.04,0.6,0.031,46,
복정동,20150622,0.005,0.049,0.6,0.031,34,
상대원동,20150622,0.005,0.047,0.6,0.023,38,
성남대로,20150622,0.005,0.059,0.6,0.016,36,
수내동,20150622,0.006,0.036,0.4,0.031,,
운중동,20150622,0.006,0.029,0.4,0.034,29,18
정자동,20150622,0.006,0.037,0.6,0.037,45,
단대동,20150621,0.002,0.021,0.6,0.043,35,
복정동,20150621,0.003,0.024,0.4,0.037,27,
상대원동,20150621,0.003,0.025,0.5,0.032,26,
성남대로,20150621,0.003,0.036,0.5,0.028,25,
수내동,20150621,0.003,0.022,0.4,0.039,22,
운중동,20150621,0.003,0.02,0.4,0.033,23,11
정자동,20150621,0.004,0.022,0.6,0.041,34,
단대동,20150620,0.003,0.03,0.6,0.027,58,
복정동,20150620,0.004,0.04,0.6,0.02,47,
상대원동,20150620,0.003,0.037,0.5,0.016,61,
성남대로,20150620,0.004,0.046,0.6,0.012,40,
수내동,20150620,0.004,0.035,0.6,0.019,40,
운중동,20150620,0.003,0.029,0.5,0.018,38,21
정자동,20150620,0.005,0.033,0.6,0.021,60,
단대동,20150619,0.003,0.022,0.6,0.047,33,
복정동,20150619,0.003,0.025,0.4,0.043,27,
상대원동,20150619,0.003,0.032,0.5,0.033,30,
성남대로,20150619,0.003,0.037,0.5,0.031,25,
수내동,20150619,0.004,0.023,0.4,0.043,26,
운중동,20150619,0.003,0.022,0.4,0.036,25,15
정자동,20150619,0.004,0.023,0.6,0.044,38,
단대동,20150618,0.002,0.014,0.5,0.044,38,
복정동,20150618,0.003,0.017,0.3,0.036,27,
상대원동,20150618,0.003,0.025,0.4,0.029,25,
성남대로,20150618,0.003,0.026,0.4,0.029,28,
수내동,20150618,0.003,0.015,0.4,0.04,26,
운중동,20150618,0.003,0.018,0.4,0.032,28,16
정자동,20150618,0.004,0.013,0.5,0.042,34,
단대동,20150617,0.004,0.026,0.6,0.05,59,
복정동,20150617,0.005,0.031,0.6,0.043,46,
상대원동,20150617,0.004,0.034,0.6,0.035,52,
성남대로,20150617,0.004,0.041,0.6,0.033,40,
수내동,20150617,0.005,0.023,0.5,0.045,43,
운중동,20150617,0.005,0.028,0.5,0.032,47,28
정자동,20150617,,,,,,
단대동,20150616,0.004,0.038,0.7,0.044,69,
복정동,20150616,0.005,0.047,0.7,0.037,49,
상대원동,20150616,0.004,0.049,0.6,0.031,65,
성남대로,20150616,0.004,0.056,0.7,0.027,47,
수내동,20150616,0.004,0.035,0.5,0.042,41,
운중동,20150616,0.003,0.035,0.5,0.032,45,25
정자동,20150616,,,,,,
단대동,20150615,0.003,,0.6,0.043,56,
복정동,20150615,0.003,0.041,0.6,0.035,42,
상대원동,20150615,0.004,0.045,0.6,0.028,50,
성남대로,20150615,0.004,0.053,0.6,0.02,42,
수내동,20150615,0.004,0.039,0.5,0.035,39,
운중동,20150615,0.003,0.03,0.5,0.033,38,21
정자동,20150615,0.005,0.035,0.6,0.037,49,
단대동,20150614,0.004,0.013,0.6,0.054,46,
복정동,20150614,0.004,0.022,0.5,0.05,33,
상대원동,20150614,0.004,0.024,0.5,0.042,41,
성남대로,20150614,0.004,0.035,0.5,0.035,34,
수내동,20150614,0.004,0.022,0.4,0.045,31,
운중동,20150614,0.004,0.017,0.4,0.039,29,16
정자동,20150614,0.005,0.019,0.5,0.047,41,
단대동,20150613,0.006,0.015,0.7,0.061,86,
복정동,20150613,0.006,0.024,0.6,0.055,76,
상대원동,20150613,0.005,0.034,0.6,0.04,89,
성남대로,20150613,0.005,0.043,0.7,0.036,73,
수내동,20150613,0.005,0.021,0.6,0.055,72,
운중동,20150613,0.004,0.019,0.5,0.044,73,30
정자동,20150613,0.006,0.022,0.6,0.055,76,
단대동,20150612,0.005,0.017,0.6,0.059,60,
복정동,20150612,0.005,0.025,0.5,0.055,48,
상대원동,20150612,0.004,0.035,0.6,0.04,57,
성남대로,20150612,0.004,0.045,0.6,0.034,49,
수내동,20150612,0.005,0.024,0.4,0.051,47,
운중동,20150612,0.003,0.018,0.5,0.045,45,23
정자동,20150612,0.005,0.022,0.6,0.053,59,
단대동,20150611,0.005,0.021,0.6,0.044,48,
복정동,20150611,0.004,0.034,0.5,0.035,38,
상대원동,20150611,0.004,0.033,0.5,0.031,51,
성남대로,20150611,0.004,0.045,0.6,0.021,38,
수내동,20150611,0.004,0.031,0.5,0.031,37,
운중동,20150611,0.003,0.025,0.4,0.029,34,18
정자동,20150611,0.005,0.03,0.5,0.036,45,
단대동,20150610,0.005,0.022,0.6,0.05,61,
복정동,20150610,0.005,0.036,0.5,0.045,47,
상대원동,20150610,0.004,0.04,0.5,0.033,63,
성남대로,20150610,0.005,0.047,0.6,0.031,46,
수내동,20150610,0.005,0.03,0.5,0.042,42,
운중동,20150610,0.003,0.028,0.5,0.035,44,23
정자동,20150610,0.005,0.029,0.5,0.044,,
단대동,20150609,0.005,0.021,0.6,0.039,57,
복정동,20150609,0.005,0.033,0.4,0.038,45,
상대원동,20150609,0.005,0.037,0.5,0.03,54,
성남대로,20150609,0.004,0.045,0.6,0.024,45,
수내동,20150609,0.005,0.029,0.4,0.033,43,
운중동,20150609,0.004,0.026,0.4,0.028,44,25
정자동,20150609,0.006,0.027,0.5,0.037,,
단대동,20150608,0.007,0.026,0.6,0.039,49,
복정동,20150608,0.006,0.049,0.5,0.03,40,
상대원동,20150608,0.006,0.048,0.5,0.023,52,
성남대로,20150608,0.005,0.055,0.6,0.018,39,
수내동,20150608,0.007,0.035,0.5,0.032,37,
운중동,20150608,0.006,0.029,0.4,0.028,36,21
정자동,20150608,0.007,0.033,0.5,0.037,,
단대동,20150607,0.005,0.017,0.6,0.058,43,
복정동,20150607,0.005,0.026,0.5,0.049,32,
상대원동,20150607,0.004,0.026,0.5,0.042,36,
성남대로,20150607,0.004,0.035,0.5,0.039,32,
수내동,20150607,0.004,0.022,0.4,0.047,30,
운중동,20150607,0.004,0.017,0.4,0.039,28,16
정자동,20150607,0.005,0.02,0.5,0.05,,
단대동,20150606,0.004,0.016,0.5,0.052,43,
복정동,20150606,0.004,0.022,0.4,0.047,32,
상대원동,20150606,0.004,0.026,0.4,0.035,39,
성남대로,20150606,0.004,0.031,0.5,0.035,32,
수내동,20150606,0.004,0.019,0.4,0.044,31,
운중동,20150606,0.003,0.022,0.3,0.034,29,15
정자동,20150606,0.004,0.021,0.4,0.046,,
단대동,20150605,0.006,0.021,0.6,0.043,38,
복정동,20150605,0.005,0.038,0.6,0.033,31,
상대원동,20150605,0.005,0.04,0.6,0.023,38,
성남대로,20150605,0.005,0.041,0.5,0.023,33,
수내동,20150605,0.005,0.035,0.5,0.027,30,
운중동,20150605,0.004,0.033,0.4,0.023,29,16
정자동,20150605,0.006,0.033,0.5,0.03,40,
단대동,20150604,0.007,0.027,0.6,0.043,43,
복정동,20150604,0.005,0.047,0.5,0.036,36,
상대원동,20150604,0.005,0.048,0.5,0.027,43,
성남대로,20150604,0.005,0.058,0.6,0.022,39,
수내동,20150604,0.005,0.037,0.4,0.037,33,
운중동,20150604,0.004,0.031,0.5,0.033,36,14
정자동,20150604,0.006,0.039,0.5,0.039,43,
단대동,20150603,0.005,0.016,0.5,0.039,55,
복정동,20150603,0.003,0.024,0.4,0.034,43,
상대원동,20150603,0.004,0.024,0.4,0.029,50,
성남대로,20150603,0.004,0.03,0.4,0.026,41,
수내동,20150603,0.003,0.018,0.4,0.037,46,
운중동,20150603,0.003,0.016,0.3,0.03,40,11
정자동,20150603,0.004,0.02,0.4,0.035,44,
단대동,20150602,0.007,0.033,0.6,0.035,52,
복정동,20150602,0.006,0.055,0.6,0.03,40,
상대원동,20150602,0.006,0.046,0.6,0.025,41,
성남대로,20150602,0.005,0.056,0.6,0.019,38,
수내동,20150602,0.005,0.038,0.5,0.032,35,
운중동,20150602,0.004,0.035,0.4,0.025,34,19
정자동,20150602,0.006,0.037,0.5,0.035,45,
단대동,20150601,0.011,0.028,0.7,0.045,48,
복정동,20150601,0.008,0.056,0.7,0.032,37,
상대원동,20150601,0.008,0.043,0.5,0.029,41,
성남대로,20150601,0.007,0.06,0.7,0.018,38,
수내동,20150601,0.007,0.039,0.4,0.034,36,
운중동,20150601,0.007,0.031,0.4,0.031,34,18
정자동,20150601,0.007,0.043,0.6,0.032,44,
단대동,20150531,0.007,0.02,0.6,0.04,50,
복정동,20150531,0.005,0.036,0.5,0.035,36,
상대원동,20150531,0.005,0.027,0.4,0.028,42,
성남대로,20150531,0.005,0.041,0.5,0.023,36,
수내동,20150531,0.005,0.023,0.4,0.036,35,
운중동,20150531,0.005,0.022,0.4,0.032,35,19
정자동,20150531,0.006,0.024,0.5,0.037,46,
단대동,20150530,0.006,0.031,0.6,0.022,47,
복정동,20150530,0.005,0.055,0.5,0.019,39,
상대원동,20150530,0.004,0.043,0.5,0.015,51,
성남대로,20150530,0.004,0.051,0.6,0.01,41,
수내동,20150530,0.005,0.037,0.4,0.018,36,
운중동,20150530,0.004,0.036,0.4,0.016,36,22
정자동,20150530,0.006,0.035,0.5,0.021,47,
단대동,20150529,0.008,0.039,0.6,0.035,59,
복정동,20150529,0.007,0.073,0.6,0.023,42,
상대원동,20150529,0.006,0.06,0.6,0.025,62,
성남대로,20150529,0.006,0.069,0.7,0.017,49,
수내동,20150529,0.006,0.053,0.5,0.025,44,
운중동,20150529,0.005,0.048,0.4,0.022,43,23
정자동,20150529,0.007,0.052,0.5,0.028,53,
단대동,20150528,0.008,0.039,0.6,0.052,56,
복정동,20150528,0.006,0.07,0.6,0.042,47,
상대원동,20150528,0.006,0.061,0.5,0.036,53,
성남대로,20150528,0.006,0.073,0.7,0.029,48,
수내동,20150528,0.005,0.053,0.5,0.042,41,
운중동,20150528,0.005,0.051,0.5,0.031,40,20
정자동,20150528,0.006,0.056,0.6,0.044,53,
단대동,20150527,0.006,0.038,0.6,0.035,47,
복정동,20150527,0.005,0.068,0.6,0.026,38,
상대원동,20150527,0.004,0.059,0.5,0.021,45,
성남대로,20150527,0.005,0.069,0.6,0.017,39,
수내동,20150527,,0.053,0.5,0.027,33,
운중동,20150527,0.004,0.048,0.4,0.024,31,16
정자동,20150527,0.005,0.051,0.5,0.032,41,
단대동,20150526,0.006,0.026,0.6,0.039,51,
복정동,20150526,0.005,0.049,0.4,0.032,36,
상대원동,20150526,0.004,0.044,0.5,0.023,43,
성남대로,20150526,0.005,0.056,0.5,0.018,37,
수내동,20150526,,0.037,0.4,0.031,34,
운중동,20150526,0.004,0.029,0.3,0.029,32,17
정자동,20150526,0.006,0.041,0.5,0.029,48,
단대동,20150525,0.007,0.027,0.6,0.045,52,
복정동,20150525,0.006,0.049,0.5,0.034,40,
상대원동,20150525,0.005,0.036,0.4,0.032,45,
성남대로,20150525,0.005,0.054,0.6,0.022,39,
수내동,20150525,,0.03,0.4,0.038,36,
운중동,20150525,0.004,0.025,0.3,0.033,36,19
정자동,20150525,0.006,0.035,0.4,0.036,45,
단대동,20150524,0.007,0.029,0.6,0.039,44,
복정동,20150524,0.005,0.05,0.6,0.031,33,
상대원동,20150524,0.005,0.036,0.5,0.03,35,
성남대로,20150524,0.005,0.055,0.6,0.02,34,
수내동,20150524,,0.033,0.5,0.034,28,
운중동,20150524,0.004,0.026,0.4,0.032,29,14
정자동,20150524,0.006,0.036,0.5,0.035,37,
단대동,20150523,0.007,0.035,0.7,0.039,54,
복정동,20150523,0.005,0.06,0.6,0.032,44,
상대원동,20150523,0.005,0.047,0.5,0.03,51,
성남대로,20150523,0.005,0.063,0.7,0.021,45,
수내동,20150523,,0.044,0.5,0.032,38,
운중동,20150523,0.004,0.039,0.4,0.029,38,17
정자동,20150523,0.005,0.047,0.5,0.032,49,
단대동,20150522,0.011,0.029,0.7,0.048,63,
복정동,20150522,0.009,0.053,0.7,0.037,49,
상대원동,20150522,0.007,0.045,0.6,0.034,62,
성남대로,20150522,0.008,0.064,0.7,0.022,53,
수내동,20150522,0.006,0.041,0.6,0.038,47,
운중동,20150522,0.007,0.03,0.5,0.037,47,24
정자동,20150522,0.008,0.045,0.6,0.036,55,
단대동,20150521,0.008,0.027,0.6,0.041,58,
